rental_id,customer_id,store_id,movie_title,category,rental_date,rental_fee,discount,final_fee,loyalty_points
305,CUST289,Mall Store,Up,Family,2025-05-01,10.16,1.0,9.16,12
306,CUST057,Mall Store,Doctor Strange,Action,2025-08-20,5.08,3.0,2.08,1
307,CUST243,Mall Store,Moana,Family,2025-08-15,7.78,3.0,4.78,2
308,CUST246,Downtown Store,Black Panther,Action,2025-06-20,8.29,2.0,6.289999999999999,12
309,CUST125,Downtown Store,Toy Story 4,Animation,2025-08-09,11.48,0.0,11.48,10
310,CUST226,Mall Store,Avengers: Endgame,Action,2025-03-04,3.51,3.0,0.5099999999999998,0
311,CUST257,Suburban Store,The Dark Knight,Action,2025-04-27,10.73,3.0,7.73,3
312,CUST071,Suburban Store,Up,Family,2024-07-31,7.61,3.0,4.61,8
313,CUST193,Mall Store,Minions,Animation,2024-06-26,6.6,2.0,4.6,6
314,CUST182,Suburban Store,The Matrix,Sci-Fi,2024-09-27,8.1,0.5,7.6,6
315,CUST286,Mall Store,It Chapter Two,Horror,2024-08-18,11.41,1.0,10.41,15
316,CUST107,Suburban Store,Up,Family,2025-05-15,5.17,1.0,4.17,6
317,CUST063,Suburban Store,John Wick 3,Action,2025-07-10,5.8,1.5,4.3,6
318,CUST075,Mall Store,Inside Out,Animation,2024-02-13,4.88,3.0,1.88,0
319,CUST227,Suburban Store,Inception,Sci-Fi,2024-09-19,9.47,0.5,8.97,8
320,CUST139,Suburban Store,The Matrix,Sci-Fi,2024-10-05,3.37,2.0,1.37,0
321,CUST026,Suburban Store,Aladdin,Family,2025-06-27,4.26,0.5,3.76,1
322,CUST212,Mall Store,The Lion King,Family,2025-04-28,3.01,0.5,2.51,1
323,CUST081,Mall Store,The Matrix,Sci-Fi,2025-05-02,6.77,0.5,6.27,9
324,CUST147,Suburban Store,Zootopia,Animation,2024-03-01,11.08,0.0,11.08,10
325,CUST020,Downtown Store,The Matrix,Sci-Fi,2025-03-03,10.82,0.5,10.32,5
326,CUST254,Downtown Store,Titanic,Romance,2024-10-23,10.77,0.0,10.77,15
327,CUST055,Mall Store,Black Panther,Action,2024-10-18,6.54,3.0,3.54,4
328,CUST259,Mall Store,Toy Story 4,Animation,2024-10-06,3.93,0.0,3.93,3
329,CUST235,Suburban Store,Spider-Man: Far From Home,Action,2024-09-20,9.19,0.0,9.19,12
330,CUST291,Suburban Store,John Wick 3,Action,2024-07-16,3.75,3.0,0.75,0
331,CUST264,Mall Store,The Dark Knight,Action,2024-03-29,6.01,0.0,6.01,6
332,CUST245,Mall Store,Toy Story 4,Animation,2024-09-11,2.07,1.5,0.5699999999999998,0
333,CUST137,Mall Store,Finding Nemo,Family,2024-11-05,7.82,2.0,5.82,2
334,CUST185,Suburban Store,It Chapter Two,Horror,2024-08-29,2.62,0.0,2.62,4
335,CUST082,Mall Store,John Wick 3,Action,2025-05-29,11.23,3.0,8.23,12
336,CUST061,Suburban Store,Up,Family,2024-10-29,5.68,0.5,5.18,4
337,CUST245,Downtown Store,Toy Story 4,Animation,2025-04-10,9.48,2.0,7.48,9
338,CUST282,Mall Store,The Dark Knight,Action,2025-07-04,10.02,0.5,9.52,8
339,CUST042,Suburban Store,Doctor Strange,Action,2025-04-02,7.28,1.0,6.28,3
340,CUST058,Downtown Store,Black Panther,Action,2025-07-14,11.03,0.5,10.53,10
341,CUST168,Suburban Store,Spider-Man: Far From Home,Action,2025-03-28,3.16,0.5,2.66,4
342,CUST262,Mall Store,Joker,Drama,2024-02-26,6.53,2.0,4.53,8
343,CUST289,Downtown Store,Finding Nemo,Family,2025-07-26,6.62,1.0,5.62,2
344,CUST131,Downtown Store,Titanic,Romance,2024-08-11,7.78,0.0,7.78,12
345,CUST033,Suburban Store,Inception,Sci-Fi,2024-03-02,11.35,0.0,11.35,20
346,CUST147,Mall Store,Frozen II,Family,2024-07-03,9.69,3.0,6.6899999999999995,12
347,CUST196,Mall Store,Inception,Sci-Fi,2025-01-21,5.76,3.0,2.76,2
348,CUST179,Downtown Store,Coco,Animation,2024-07-01,11.93,1.5,10.43,10
349,CUST115,Downtown Store,Guardians of the Galaxy,Action,2024-01-24,11.78,1.5,10.28,20
350,CUST195,Downtown Store,The Matrix,Sci-Fi,2024-09-10,6.61,0.5,6.11,9
351,CUST058,Downtown Store,Captain Marvel,Action,2025-03-05,8.15,0.0,8.15,8
352,CUST035,Downtown Store,Captain Marvel,Action,2024-02-04,6.46,3.0,3.46,1
353,CUST023,Mall Store,Aladdin,Family,2025-03-25,4.34,0.5,3.84,1
354,CUST258,Mall Store,Toy Story 4,Animation,2024-08-27,10.16,3.0,7.16,9
355,CUST165,Downtown Store,Black Panther,Action,2024-11-05,10.76,3.0,7.76,6
356,CUST154,Mall Store,The Dark Knight,Action,2024-03-03,7.57,2.0,5.57,4
357,CUST219,Suburban Store,Coco,Animation,2025-05-22,2.47,1.0,1.4700000000000002,0
358,CUST164,Suburban Store,Minions,Animation,2025-03-02,6.08,1.0,5.08,8
359,CUST276,Mall Store,Spider-Man: Far From Home,Action,2024-09-03,10.49,1.0,9.49,8
360,CUST030,Suburban Store,Finding Nemo,Family,2025-02-26,11.68,2.0,9.68,8
361,CUST125,Mall Store,Titanic,Romance,2024-07-27,5.3,0.0,5.3,8
362,CUST048,Suburban Store,Inception,Sci-Fi,2024-07-14,2.52,1.5,1.02,0
363,CUST097,Suburban Store,Joker,Drama,2025-07-26,4.17,0.5,3.67,3
364,CUST008,Downtown Store,John Wick 3,Action,2024-07-13,11.62,0.0,11.62,20
365,CUST105,Mall Store,Aladdin,Family,2024-09-02,7.52,1.0,6.52,12
366,CUST274,Suburban Store,Finding Nemo,Family,2025-01-02,5.08,1.0,4.08,8
367,CUST051,Suburban Store,Finding Nemo,Family,2025-04-25,9.62,1.0,8.62,8
368,CUST161,Mall Store,Inception,Sci-Fi,2024-02-16,7.63,0.5,7.13,6
369,CUST134,Suburban Store,Avengers: Endgame,Action,2025-08-21,7.79,1.5,6.29,9
370,CUST101,Mall Store,Toy Story 4,Animation,2024-08-23,5.8,0.5,5.3,8
371,CUST173,Mall Store,The Matrix,Sci-Fi,2025-05-15,11.67,3.0,8.67,16
372,CUST087,Suburban Store,Finding Nemo,Family,2024-12-26,3.69,3.0,0.69,0
373,CUST278,Suburban Store,Spider-Man: Far From Home,Action,2024-03-01,7.24,0.0,7.24,3
374,CUST004,Mall Store,Inside Out,Animation,2024-05-20,10.43,0.5,9.93,4
375,CUST078,Downtown Store,Up,Family,2024-08-11,7.06,1.0,6.06,3
376,CUST248,Suburban Store,Moana,Family,2025-05-14,2.16,2.0,0.16000000000000014,0
377,CUST009,Suburban Store,Avengers: Endgame,Action,2024-10-08,7.36,1.0,6.36,3
378,CUST221,Downtown Store,Minions,Animation,2024-04-19,11.18,2.0,9.18,8
379,CUST099,Suburban Store,Aladdin,Family,2025-06-23,4.52,1.0,3.5199999999999996,3
380,CUST041,Mall Store,Titanic,Romance,2025-02-19,6.59,0.5,6.09,6
381,CUST042,Suburban Store,John Wick 3,Action,2024-02-02,2.94,1.5,1.44,0
382,CUST244,Downtown Store,The Matrix,Sci-Fi,2024-01-10,9.03,0.0,9.03,16
383,CUST170,Suburban Store,The Dark Knight,Action,2024-04-07,10.95,0.0,10.95,10
384,CUST291,Mall Store,Captain Marvel,Action,2024-10-04,2.47,0.0,2.47,3
385,CUST289,Suburban Store,The Matrix,Sci-Fi,2024-02-03,3.79,1.0,2.79,1
386,CUST074,Suburban Store,Captain Marvel,Action,2025-02-11,11.29,1.0,10.29,10
387,CUST124,Suburban Store,Black Panther,Action,2025-02-02,8.77,2.0,6.77,9
388,CUST072,Suburban Store,Titanic,Romance,2024-03-21,7.01,1.0,6.01,3
389,CUST224,Downtown Store,The Lion King,Family,2024-03-18,5.41,2.0,3.41,4
390,CUST168,Downtown Store,Inside Out,Animation,2024-10-06,9.84,1.5,8.34,16
391,CUST183,Suburban Store,Aladdin,Family,2025-01-19,6.32,3.0,3.3200000000000003,4
392,CUST152,Downtown Store,Joker,Drama,2024-03-16,2.82,0.5,2.32,4
393,CUST079,Suburban Store,Up,Family,2025-02-02,5.17,0.0,5.17,2
394,CUST158,Mall Store,Avengers: Endgame,Action,2025-01-03,9.61,0.0,9.61,8
395,CUST096,Mall Store,Joker,Drama,2025-04-04,7.57,2.0,5.57,8
396,CUST014,Downtown Store,The Lion King,Family,2024-12-28,7.54,2.0,5.54,6
397,CUST007,Mall Store,Titanic,Romance,2025-02-27,5.88,0.0,5.88,4
398,CUST267,Downtown Store,Black Panther,Action,2025-01-24,3.7,1.0,2.7,3
399,CUST253,Downtown Store,It Chapter Two,Horror,2024-03-05,3.67,1.0,2.67,4
400,CUST248,Downtown Store,John Wick 3,Action,2025-01-04,4.52,0.5,4.02,8
401,CUST101,Mall Store,Moana,Family,2024-04-19,3.35,0.0,3.35,4
402,CUST195,Mall Store,Zootopia,Animation,2025-03-26,5.35,3.0,2.3499999999999996,2
403,CUST165,Suburban Store,John Wick 3,Action,2024-07-24,6.79,0.5,6.29,12
404,CUST150,Suburban Store,Zootopia,Animation,2025-05-17,11.68,0.5,11.18,15
405,CUST144,Mall Store,Titanic,Romance,2025-01-08,3.14,2.0,1.1400000000000001,0
406,CUST280,Downtown Store,Black Panther,Action,2025-07-17,2.27,3.0,0.0,0
407,CUST108,Mall Store,Up,Family,2024-10-25,10.31,0.0,10.31,20
408,CUST256,Downtown Store,Doctor Strange,Action,2024-11-06,4.42,3.0,1.42,0
409,CUST217,Mall Store,Up,Family,2024-03-16,6.49,2.0,4.49,8
410,CUST206,Suburban Store,Black Panther,Action,2025-06-02,11.23,3.0,8.23,16
411,CUST019,Mall Store,The Matrix,Sci-Fi,2025-07-03,7.94,0.0,7.94,3
412,CUST128,Suburban Store,Inside Out,Animation,2024-12-29,3.66,2.0,1.6600000000000001,0
413,CUST205,Mall Store,Black Panther,Action,2025-03-16,3.06,0.0,3.06,3
414,CUST262,Suburban Store,Aladdin,Family,2025-06-15,7.58,3.0,4.58,4
415,CUST192,Mall Store,Finding Nemo,Family,2025-04-19,9.72,2.0,7.720000000000001,6
416,CUST013,Mall Store,Inception,Sci-Fi,2024-04-17,4.95,0.0,4.95,2
417,CUST073,Mall Store,Guardians of the Galaxy,Action,2024-11-15,5.43,0.5,4.93,8
418,CUST244,Downtown Store,Inception,Sci-Fi,2025-03-24,9.22,1.5,7.720000000000001,9
419,CUST154,Downtown Store,Joker,Drama,2024-04-27,2.23,1.0,1.23,0
420,CUST085,Suburban Store,Doctor Strange,Action,2024-09-06,7.16,2.0,5.16,4
421,CUST287,Mall Store,Zootopia,Animation,2025-04-18,4.32,1.5,2.8200000000000003,2
422,CUST222,Mall Store,Spider-Man: Far From Home,Action,2024-01-30,9.37,0.5,8.87,16
423,CUST220,Mall Store,Black Panther,Action,2024-01-05,9.05,0.5,8.55,12
424,CUST033,Suburban Store,Inside Out,Animation,2024-04-14,10.0,2.0,8.0,8
425,CUST167,Downtown Store,Inception,Sci-Fi,2025-04-13,3.14,3.0,0.14000000000000012,0
426,CUST161,Suburban Store,Minions,Animation,2025-02-01,8.11,2.0,6.109999999999999,3
427,CUST181,Mall Store,Inception,Sci-Fi,2024-06-25,10.14,3.0,7.140000000000001,9
428,CUST044,Suburban Store,Moana,Family,2024-05-17,5.13,0.5,4.63,6
429,CUST094,Mall Store,The Lion King,Family,2024-05-24,7.11,1.5,5.61,4
430,CUST197,Mall Store,Black Panther,Action,2024-07-09,6.87,2.0,4.87,4
431,CUST086,Mall Store,The Matrix,Sci-Fi,2024-10-22,3.4,1.0,2.4,4
432,CUST028,Mall Store,Moana,Family,2024-01-10,6.85,0.5,6.35,12
433,CUST259,Suburban Store,The Matrix,Sci-Fi,2025-05-21,6.09,1.5,4.59,8
434,CUST228,Mall Store,Up,Family,2024-06-20,2.83,0.0,2.83,2
435,CUST017,Mall Store,John Wick 3,Action,2024-08-18,7.38,0.5,6.88,12
436,CUST254,Suburban Store,Black Panther,Action,2025-06-07,3.13,0.0,3.13,3
437,CUST279,Mall Store,Inside Out,Animation,2025-07-09,10.23,0.0,10.23,20
438,CUST112,Mall Store,The Matrix,Sci-Fi,2024-04-14,9.36,3.0,6.359999999999999,6
439,CUST017,Mall Store,John Wick 3,Action,2024-09-26,5.49,0.0,5.49,8
440,CUST122,Downtown Store,The Lion King,Family,2024-12-25,10.61,2.0,8.61,16
441,CUST072,Downtown Store,Spider-Man: Far From Home,Action,2024-07-30,10.05,2.0,8.05,12
442,CUST144,Suburban Store,The Matrix,Sci-Fi,2025-07-05,3.68,3.0,0.6800000000000002,0
443,CUST294,Mall Store,John Wick 3,Action,2025-06-10,11.85,3.0,8.85,4
444,CUST211,Downtown Store,Toy Story 4,Animation,2024-10-10,10.67,0.5,10.17,10
445,CUST075,Suburban Store,Aladdin,Family,2024-11-25,10.28,3.0,7.279999999999999,12
446,CUST073,Suburban Store,Shrek,Animation,2024-10-02,8.28,1.5,6.779999999999999,12
447,CUST048,Mall Store,Joker,Drama,2025-06-11,9.5,3.0,6.5,9
448,CUST250,Mall Store,Finding Nemo,Family,2025-08-18,2.02,3.0,0.0,0
449,CUST235,Suburban Store,Guardians of the Galaxy,Action,2025-01-01,10.5,2.0,8.5,16
450,CUST220,Downtown Store,Captain Marvel,Action,2025-05-21,4.69,1.0,3.6900000000000004,3
451,CUST296,Downtown Store,The Matrix,Sci-Fi,2025-08-02,10.52,1.0,9.52,4
452,CUST051,Suburban Store,Frozen II,Family,2025-04-15,2.16,0.5,1.6600000000000001,0
453,CUST001,Mall Store,Finding Nemo,Family,2024-07-26,11.96,0.5,11.46,15
454,CUST141,Downtown Store,Spider-Man: Far From Home,Action,2025-01-04,4.5,1.0,3.5,2
455,CUST203,Suburban Store,Frozen II,Family,2024-11-08,9.26,0.5,8.76,16
456,CUST047,Suburban Store,Coco,Animation,2024-04-07,2.01,1.5,0.5099999999999998,0
457,CUST116,Suburban Store,Toy Story 4,Animation,2025-03-31,2.09,3.0,0.0,0
458,CUST217,Suburban Store,The Lion King,Family,2024-05-15,6.78,0.5,6.28,12
459,CUST053,Downtown Store,Joker,Drama,2024-11-16,5.68,1.0,4.68,4
460,CUST069,Suburban Store,Titanic,Romance,2024-05-26,2.68,2.0,0.6800000000000002,0
461,CUST085,Mall Store,Moana,Family,2024-12-25,9.22,3.0,6.220000000000001,6
462,CUST227,Downtown Store,The Dark Knight,Action,2024-03-29,10.97,0.5,10.47,5
463,CUST197,Mall Store,Black Panther,Action,2025-03-15,5.15,0.5,4.65,4
464,CUST044,Downtown Store,It Chapter Two,Horror,2025-07-20,8.01,3.0,5.01,6
465,CUST014,Suburban Store,Inside Out,Animation,2024-11-04,4.05,2.0,2.05,2
466,CUST201,Mall Store,Guardians of the Galaxy,Action,2024-02-25,9.84,0.5,9.34,16
467,CUST058,Downtown Store,Titanic,Romance,2025-05-26,8.38,0.0,8.38,4
468,CUST163,Downtown Store,Inception,Sci-Fi,2025-01-31,10.61,2.0,8.61,16
469,CUST280,Suburban Store,Inception,Sci-Fi,2024-06-25,9.63,0.0,9.63,4
470,CUST035,Downtown Store,Black Panther,Action,2024-09-25,4.16,0.0,4.16,8
471,CUST147,Suburban Store,Minions,Animation,2025-05-28,9.67,1.5,8.17,16
472,CUST275,Suburban Store,Joker,Drama,2024-06-05,4.77,1.0,3.7699999999999996,1
473,CUST105,Downtown Store,Minions,Animation,2025-07-03,5.27,2.0,3.2699999999999996,1
474,CUST224,Suburban Store,John Wick 3,Action,2024-09-01,2.58,0.0,2.58,4
475,CUST233,Suburban Store,The Lion King,Family,2024-02-26,5.09,3.0,2.09,2
476,CUST007,Suburban Store,The Lion King,Family,2024-05-20,9.01,0.5,8.51,16
477,CUST268,Suburban Store,Inception,Sci-Fi,2024-09-22,3.67,0.5,3.17,3
478,CUST061,Downtown Store,Guardians of the Galaxy,Action,2024-12-09,10.07,1.0,9.07,4
479,CUST296,Suburban Store,It Chapter Two,Horror,2024-03-19,6.96,2.0,4.96,6
480,CUST256,Suburban Store,Frozen II,Family,2024-06-19,5.68,1.0,4.68,2
481,CUST060,Downtown Store,Black Panther,Action,2025-06-05,2.03,0.0,2.03,2
482,CUST242,Mall Store,Frozen II,Family,2025-01-27,11.2,0.5,10.7,5
483,CUST215,Downtown Store,The Matrix,Sci-Fi,2024-11-25,4.48,3.0,1.4800000000000004,0
484,CUST040,Suburban Store,It Chapter Two,Horror,2025-01-16,3.19,3.0,0.18999999999999995,0
485,CUST115,Suburban Store,Spider-Man: Far From Home,Action,2024-02-17,11.54,0.0,11.54,20
486,CUST160,Mall Store,John Wick 3,Action,2024-03-29,7.53,0.0,7.53,9
487,CUST150,Suburban Store,Captain Marvel,Action,2024-11-07,9.4,0.5,8.9,16
488,CUST253,Downtown Store,Inception,Sci-Fi,2025-07-13,9.6,0.5,9.1,8
489,CUST210,Downtown Store,Avengers: Endgame,Action,2024-08-26,7.42,3.0,4.42,2
490,CUST001,Suburban Store,Zootopia,Animation,2025-01-20,10.49,3.0,7.49,9
491,CUST106,Suburban Store,The Lion King,Family,2024-08-31,6.2,0.0,6.2,6
492,CUST144,Downtown Store,Up,Family,2024-02-14,11.21,2.0,9.21,16
493,CUST191,Mall Store,Up,Family,2024-03-27,7.81,2.0,5.81,4
494,CUST202,Downtown Store,Coco,Animation,2025-08-04,2.62,3.0,0.0,0
495,CUST150,Mall Store,Aladdin,Family,2024-11-18,11.26,1.5,9.76,12
496,CUST232,Mall Store,Zootopia,Animation,2024-08-27,2.75,0.5,2.25,2
497,CUST300,Downtown Store,Inside Out,Animation,2024-06-08,3.06,1.5,1.56,0
498,CUST209,Downtown Store,Zootopia,Animation,2025-07-02,5.58,0.5,5.08,8
499,CUST238,Mall Store,John Wick 3,Action,2024-05-02,2.9,3.0,0.0,0
500,CUST021,Downtown Store,Up,Family,2024-12-01,3.48,3.0,0.48,0
501,CUST203,Suburban Store,Inception,Sci-Fi,2024-02-20,8.77,1.0,7.77,6
502,CUST208,Mall Store,Avengers: Endgame,Action,2025-07-23,9.48,0.5,8.98,4
503,CUST053,Downtown Store,Finding Nemo,Family,2024-05-04,2.12,0.5,1.62,0
504,CUST206,Mall Store,Captain Marvel,Action,2024-03-27,7.82,1.0,6.82,3
505,CUST034,Downtown Store,Avengers: Endgame,Action,2025-03-30,10.09,0.0,10.09,15
506,CUST022,Mall Store,The Lion King,Family,2024-02-21,3.68,2.0,1.6800000000000002,0
507,CUST203,Mall Store,Guardians of the Galaxy,Action,2024-01-31,5.83,1.5,4.33,4
508,CUST110,Downtown Store,Inception,Sci-Fi,2024-10-08,4.8,0.5,4.3,2
509,CUST126,Suburban Store,Moana,Family,2024-10-29,6.99,2.0,4.99,8
510,CUST045,Mall Store,Frozen II,Family,2025-01-27,3.37,0.5,2.87,2
511,CUST279,Downtown Store,Coco,Animation,2025-01-26,9.82,1.0,8.82,16
512,CUST249,Mall Store,The Matrix,Sci-Fi,2025-08-02,7.02,1.5,5.52,6
513,CUST014,Mall Store,Spider-Man: Far From Home,Action,2024-08-12,2.29,1.0,1.29,0
514,CUST272,Mall Store,Shrek,Animation,2025-08-21,12.0,0.5,11.5,5
515,CUST124,Mall Store,Aladdin,Family,2025-06-30,10.16,3.0,7.16,3
516,CUST113,Suburban Store,Inside Out,Animation,2025-02-01,5.55,0.5,5.05,4
517,CUST163,Suburban Store,Aladdin,Family,2025-01-02,11.14,0.0,11.14,15
518,CUST289,Downtown Store,Black Panther,Action,2025-07-30,11.48,1.5,9.98,12
519,CUST252,Downtown Store,Spider-Man: Far From Home,Action,2024-04-02,2.56,2.0,0.56,0
520,CUST270,Mall Store,Avengers: Endgame,Action,2024-01-01,5.32,2.0,3.3200000000000003,2
521,CUST175,Suburban Store,Toy Story 4,Animation,2024-06-30,11.19,1.0,10.19,5
522,CUST076,Suburban Store,Avengers: Endgame,Action,2024-05-25,9.74,2.0,7.74,9
523,CUST192,Suburban Store,Joker,Drama,2025-02-09,7.86,1.0,6.86,9
524,CUST070,Downtown Store,Zootopia,Animation,2025-03-23,9.92,1.5,8.42,12
525,CUST288,Suburban Store,Spider-Man: Far From Home,Action,2024-12-31,4.23,2.0,2.2300000000000004,2
526,CUST158,Suburban Store,Titanic,Romance,2024-10-28,3.27,3.0,0.27,0
527,CUST294,Mall Store,Up,Family,2025-08-04,2.32,2.0,0.31999999999999984,0
528,CUST114,Suburban Store,Moana,Family,2025-08-02,3.04,1.5,1.54,0
529,CUST040,Downtown Store,Zootopia,Animation,2024-12-21,11.82,0.5,11.32,5
530,CUST172,Mall Store,Up,Family,2024-01-12,4.65,0.5,4.15,2
531,CUST132,Downtown Store,Inception,Sci-Fi,2024-01-02,2.48,1.5,0.98,0
532,CUST212,Mall Store,Spider-Man: Far From Home,Action,2025-01-22,5.51,1.5,4.01,2
533,CUST296,Suburban Store,Shrek,Animation,2024-08-18,3.63,0.0,3.63,1
534,CUST011,Mall Store,John Wick 3,Action,2024-09-24,11.52,0.0,11.52,15
535,CUST193,Downtown Store,Spider-Man: Far From Home,Action,2024-03-17,7.47,0.0,7.47,9
536,CUST248,Suburban Store,Moana,Family,2024-02-01,6.31,3.0,3.3099999999999996,2
537,CUST223,Downtown Store,Moana,Family,2024-02-24,3.01,0.5,2.51,2
538,CUST284,Suburban Store,The Dark Knight,Action,2025-07-07,4.65,1.0,3.6500000000000004,3
539,CUST050,Downtown Store,Aladdin,Family,2025-02-06,7.72,1.5,6.22,6
540,CUST185,Downtown Store,Frozen II,Family,2025-03-13,2.88,3.0,0.0,0
541,CUST050,Downtown Store,Captain Marvel,Action,2024-07-30,3.71,1.0,2.71,1
542,CUST060,Mall Store,Shrek,Animation,2025-02-11,6.71,3.0,3.71,3
543,CUST279,Mall Store,Joker,Drama,2024-07-08,5.71,1.5,4.21,6
544,CUST229,Downtown Store,Spider-Man: Far From Home,Action,2024-09-26,6.4,1.0,5.4,4
545,CUST289,Downtown Store,It Chapter Two,Horror,2024-06-03,9.52,3.0,6.52,3
546,CUST177,Suburban Store,Joker,Drama,2025-02-27,11.71,2.0,9.71,8
547,CUST032,Mall Store,The Matrix,Sci-Fi,2025-06-19,6.19,2.0,4.19,8
548,CUST121,Mall Store,Black Panther,Action,2024-11-02,2.79,3.0,0.0,0
549,CUST293,Suburban Store,Minions,Animation,2025-08-08,8.78,2.0,6.779999999999999,6
550,CUST230,Downtown Store,The Lion King,Family,2024-06-20,11.72,0.5,11.22,10
551,CUST217,Downtown Store,Frozen II,Family,2025-03-21,4.02,3.0,1.0199999999999996,0
552,CUST133,Mall Store,Moana,Family,2024-03-09,2.87,2.0,0.8700000000000001,0
553,CUST167,Mall Store,The Matrix,Sci-Fi,2025-06-16,6.58,0.0,6.58,12
554,CUST213,Downtown Store,The Lion King,Family,2024-05-31,7.67,2.0,5.67,2
555,CUST289,Downtown Store,The Lion King,Family,2024-10-19,10.67,1.0,9.67,16
556,CUST197,Suburban Store,It Chapter Two,Horror,2025-05-12,7.72,1.5,6.22,3
557,CUST142,Mall Store,Spider-Man: Far From Home,Action,2024-05-27,8.18,3.0,5.18,8
558,CUST203,Mall Store,Frozen II,Family,2024-08-31,2.49,1.5,0.9900000000000002,0
559,CUST011,Mall Store,Inception,Sci-Fi,2024-11-06,5.11,1.5,3.6100000000000003,1
560,CUST069,Mall Store,Aladdin,Family,2025-03-29,9.74,1.0,8.74,12
561,CUST214,Suburban Store,Guardians of the Galaxy,Action,2024-04-01,3.88,0.5,3.38,4
562,CUST249,Suburban Store,Guardians of the Galaxy,Action,2025-01-17,10.21,2.0,8.21,8
563,CUST160,Suburban Store,Joker,Drama,2025-06-02,6.03,2.0,4.03,2
564,CUST099,Downtown Store,Spider-Man: Far From Home,Action,2024-02-29,4.49,1.5,2.99,1
565,CUST102,Mall Store,Inception,Sci-Fi,2025-01-12,10.24,2.0,8.24,16
566,CUST064,Suburban Store,Coco,Animation,2024-02-01,4.42,1.5,2.92,4
567,CUST243,Suburban Store,Spider-Man: Far From Home,Action,2025-07-18,5.5,0.5,5.0,6
568,CUST047,Mall Store,Guardians of the Galaxy,Action,2024-01-29,5.87,0.5,5.37,4
569,CUST116,Suburban Store,Aladdin,Family,2024-07-30,4.69,1.5,3.1900000000000004,1
570,CUST005,Mall Store,Inside Out,Animation,2024-05-15,8.47,2.0,6.470000000000001,3
571,CUST130,Suburban Store,Aladdin,Family,2024-11-08,9.13,3.0,6.130000000000001,9
572,CUST193,Mall Store,The Dark Knight,Action,2025-04-15,4.52,1.5,3.0199999999999996,3
573,CUST267,Suburban Store,Doctor Strange,Action,2025-02-10,7.84,0.0,7.84,9
574,CUST145,Mall Store,The Matrix,Sci-Fi,2024-04-20,6.82,1.0,5.82,6
575,CUST167,Mall Store,Coco,Animation,2024-09-24,8.56,3.0,5.5600000000000005,6
576,CUST077,Suburban Store,Captain Marvel,Action,2024-09-03,11.0,2.0,9.0,16
577,CUST164,Suburban Store,Doctor Strange,Action,2024-05-23,9.21,3.0,6.210000000000001,12
578,CUST133,Mall Store,John Wick 3,Action,2025-02-18,5.88,0.0,5.88,4
579,CUST114,Suburban Store,Zootopia,Animation,2025-07-01,8.38,1.5,6.880000000000001,9
580,CUST154,Downtown Store,Minions,Animation,2025-07-25,3.81,0.0,3.81,4
581,CUST133,Suburban Store,Toy Story 4,Animation,2025-07-26,9.63,0.5,9.13,12
582,CUST046,Downtown Store,Coco,Animation,2024-12-29,4.23,1.0,3.2300000000000004,4
583,CUST191,Mall Store,Zootopia,Animation,2025-08-22,4.94,0.0,4.94,8
584,CUST299,Suburban Store,Frozen II,Family,2024-03-13,6.72,0.5,6.22,3
585,CUST196,Suburban Store,Doctor Strange,Action,2024-11-01,6.13,0.5,5.63,4
586,CUST176,Mall Store,Captain Marvel,Action,2025-08-06,10.93,1.5,9.43,8
587,CUST093,Downtown Store,Zootopia,Animation,2025-05-14,5.33,0.5,4.83,6
588,CUST030,Downtown Store,Coco,Animation,2025-04-07,4.74,0.5,4.24,4
589,CUST046,Downtown Store,Shrek,Animation,2025-03-20,8.33,1.5,6.83,12
590,CUST197,Downtown Store,Shrek,Animation,2024-02-08,7.34,3.0,4.34,6
591,CUST165,Suburban Store,Avengers: Endgame,Action,2024-07-14,2.18,0.0,2.18,2
592,CUST177,Mall Store,Aladdin,Family,2024-05-12,3.03,2.0,1.0299999999999998,0
593,CUST034,Downtown Store,Spider-Man: Far From Home,Action,2024-11-01,11.48,1.5,9.98,12
594,CUST069,Mall Store,The Dark Knight,Action,2025-05-16,5.59,0.5,5.09,4
595,CUST010,Downtown Store,Titanic,Romance,2024-08-17,9.27,0.5,8.77,8
596,CUST012,Suburban Store,Guardians of the Galaxy,Action,2025-05-31,3.69,1.0,2.69,1
597,CUST131,Suburban Store,Titanic,Romance,2024-02-19,7.94,0.0,7.94,3
598,CUST011,Downtown Store,Coco,Animation,2024-04-28,6.17,1.5,4.67,2
599,CUST130,Mall Store,The Matrix,Sci-Fi,2024-06-05,4.05,3.0,1.0499999999999998,0
600,CUST216,Suburban Store,John Wick 3,Action,2024-04-13,8.62,1.0,7.619999999999999,6
601,CUST054,Suburban Store,The Dark Knight,Action,2024-04-30,4.83,0.0,4.83,8
602,CUST103,Mall Store,Captain Marvel,Action,2025-06-19,11.73,1.0,10.73,20
603,CUST083,Downtown Store,John Wick 3,Action,2025-07-15,6.96,0.5,6.46,12
604,CUST121,Downtown Store,Zootopia,Animation,2024-01-14,8.72,0.0,8.72,16
605,CUST047,Suburban Store,Toy Story 4,Animation,2024-03-17,9.24,0.0,9.24,12
606,CUST119,Mall Store,Coco,Animation,2024-10-30,4.64,0.0,4.64,2
607,CUST021,Mall Store,Spider-Man: Far From Home,Action,2025-01-03,10.02,1.0,9.02,16
